IPK,Jumlah_Absensi,Waktu_Belajar_Jam,Lulus,Rasio_Absensi,IPK_x_Study
3.6428245270979414,3,9.730774691138645,1,0.21428571428571427,35.447504712543754
2.975596346946347,8,2.4279597443467593,1,0.5714285714285714,7.224628145811004
3.757348433481258,2,11.9330468271018,1,0.14285714285714285,44.83661480246944
3.82322981607003,2,10.827992807405185,1,0.14285714285714285,41.39790494946333
3.288810887031337,6,6.481720157633726,1,0.42857142857142855,21.317151821116273
3.7532228236213077,3,11.511228433276722,1,0.21428571428571427,43.20420528369274
2.6347976622932427,5,4.637533810897696,1,0.35714285714285715,12.218963243759124
3.6762181136177285,3,8.301069571421253,1,0.21428571428571427,30.516542320859767
3.773333276348147,4,8.9862826335596,1,0.2857142857142857,33.9082392918799
3.423503244659681,2,9.03278209287626,1,0.14285714285714285,30.923758803265745
3.4781305102550952,5,7.783439850618873,1,0.35714285714285715,27.07181961917286
3.437621661694023,3,6.3288597226034184,1,0.21428571428571427,21.756225276244336
3.300575188147326,6,8.312009471551244,1,0.42857142857142855,27.434412225447602
2.7396077070030143,5,6.155312036106697,1,0.35714285714285715,16.86314029312632
3.0496634959208797,6,3.60876147222444,1,0.42857142857142855,11.005508127328566
2.74972913199312,5,1.0,1,0.35714285714285715,2.74972913199312
2.0,11,2.3043667290302596,0,0.7857142857142857,4.608733458060519
3.544154446312243,3,10.072033573232577,1,0.21428571428571427,35.69684257197843
2.3321253754812603,9,4.413890285372693,1,0.6428571428571429,10.293745539107878
3.8024470685627607,2,13.616209681651208,1,0.14285714285714285,51.774916588930516
3.5501571287784377,4,6.936761723195257,1,0.2857142857142857,24.62659408223904
3.126548384112823,5,7.408896574808894,1,0.35714285714285715,23.164273614027778
2.683105093630034,6,3.5909063227933546,1,0.42857142857142855,9.634779045435144
2.8279176276945175,8,1.4184056005460577,0,0.5714285714285714,4.0111342010048245
2.518845828093441,9,6.475949048053509,1,0.6428571428571429,16.31191724263527
2.0809638195553575,12,2.3683566127006586,1,0.8571428571428571,4.928464422834751
3.7757215496609025,3,12.846583985843404,1,0.21428571428571427,48.50512399487759
3.699038046635477,2,11.429056338478205,1,0.14285714285714285,42.276514233171234
3.7416430509112,5,10.81376368996621,1,0.35714285714285715,40.461243764757924
2.7935460939018015,6,5.0684715559890385,1,0.42857142857142855,14.159008917285565
2.712151589629586,8,5.232878020137169,1,0.5714285714285714,14.192358440652743
2.7156329425767467,6,3.234400892698696,1,0.42857142857142855,8.783445613712216
3.317928741322767,4,8.270343239281726,1,0.2857142857142857,27.44040953421727
2.2400845281753017,8,3.136654735260618,1,0.5714285714285714,7.026371742685107
2.5578067480299573,6,2.852471319759647,1,0.42857142857142855,7.296070390243144
2.0,12,1.847477467547641,1,0.8571428571428571,3.694954935095282
2.2129728722557096,9,4.383393864353495,1,0.6428571428571429,9.70033171022641
4.0,2,12.999824246910295,1,0.14285714285714285,51.99929698764118
2.001433598493074,11,1.0,1,0.7857142857142857,2.001433598493074
2.400618704448361,10,3.8749909696804226,1,0.7142857142857143,9.302375801383315
2.0,13,3.4814555476589732,1,0.9285714285714286,6.9629110953179465
3.911788761544909,3,9.256411771187436,1,0.21428571428571427,36.20912753876301
3.9461941159327036,1,11.17774998270968,1,0.07142857142857142,44.109571211135815
2.6812034522810295,8,3.2023061918311937,1,0.5714285714285714,8.586034416798713
2.495108496863748,8,5.84438519048532,1,0.5714285714285714,14.582375147724576
3.821425476548473,0,12.011426055560658,1,0.0,45.90076953839764
2.5535286641778496,8,6.328960590436989,1,0.5714285714285714,16.16118228213282
3.1454019823591066,5,8.856793982566527,1,0.35714285714285715,27.858177350110964
3.75292730834793,1,12.841820066890062,1,0.07142857142857142,48.19441721792215
2.0,12,2.5541165013240934,0,0.8571428571428571,5.108233002648187
3.420710550126654,2,9.327653100346085,1,0.14285714285714285,31.907201368275448
2.989490950769252,8,3.794838311133956,1,0.5714285714285714,11.344634790767433
3.2191989936288126,6,5.996477707933487,1,0.42857142857142855,19.303855002697087
2.2857634008668137,9,5.604254361517141,1,0.6428571428571429,12.809999508704093
3.9342991367523052,2,11.542300569043174,1,0.14285714285714285,45.410863164922205
2.6567202090048188,5,5.107880444343033,1,0.35714285714285715,13.57020920166665
3.6263259001636627,3,10.309550684860527,1,0.21428571428571427,37.38579066755976
3.150688732299952,5,6.397740458941074,1,0.35714285714285715,20.157288776165167
2.832754645207187,6,1.7483527858938606,1,0.42857142857142855,4.95265447570176
3.8514507726153933,4,8.398722062881147,1,0.2857142857142857,32.34726457806554
2.284290719039519,14,1.2058637099745761,0,1.0,2.7545432811214865
2.721988132466629,6,3.4396366060169936,1,0.42857142857142855,9.36265002157605
3.4530637161935402,3,9.52418784281277,1,0.21428571428571427,32.8876274662284
3.73582089609052,2,12.276274179328555,1,0.14285714285714285,45.861961605272114
3.79811135186775,6,7.587234116107633,1,0.42857142857142855,28.817160025666677
3.8068398864939956,3,6.6898965633673555,1,0.21428571428571427,25.467365073945956
2.078457694406088,12,2.0543535853903823,1,0.8571428571428571,4.269887016585375
3.5540175214636816,6,8.528223966361665,1,0.42857142857142855,30.309457403415852
3.575373315069064,2,7.459385771716612,1,0.14285714285714285,26.67008883500143
3.2671545181547814,2,7.70195362622127,1,0.14285714285714285,25.163472588527426
3.092632757725301,4,8.138241432058681,1,0.2857142857142857,25.168592043061942
3.2771992153626854,4,8.760133085375854,1,0.2857142857142857,28.70870127386645
2.4526473852568493,9,5.229211374115068,1,0.6428571428571429,12.825411603678697
3.5993853759935917,4,9.530064705601466,1,0.2857142857142857,34.302375533614594
2.4803868521770585,6,4.295326737130118,1,0.42857142857142855,10.654071964582128
3.640508945855872,5,8.82038858616854,1,0.35714285714285715,32.1107035538716
3.9688978233576457,2,10.196776096656958,1,0.14285714285714285,40.469962455287074
2.71087018882821,9,3.8205284754174187,1,0.6428571428571429,10.356956749578371
2.777272655193223,6,2.6062588277754277,1,0.42857142857142855,7.238291374736639
2.4539793478762775,6,3.5211672557321125,1,0.42857142857142855,8.640871725984791
3.194153791768386,6,7.734161208084621,1,0.42857142857142855,24.704100348951453
3.7988123675648553,3,11.88245783267187,1,0.21428571428571427,45.13922777182179
2.5537424327491647,8,3.829519042024073,1,0.5714285714285714,9.779605274637806
3.29462171596855,2,5.006939628945844,1,0.14285714285714285,16.49597203206849
2.6599051871159025,8,1.703527671925239,1,0.5714285714285714,4.531222090949421
2.9099083050827215,5,2.5178146025571793,1,0.35714285714285715,7.326609622639688
3.7408328738712524,2,9.666383880151695,1,0.14285714285714285,36.16032659033061
2.80367577911133,4,3.3217355598448233,1,0.2857142857142857,9.313069533749744
2.7418996679999705,7,4.74943389972774,1,0.5,13.022471232851297
3.7606792286765645,2,9.715115933617426,1,0.14285714285714285,36.53543469573978
2.6203309390365526,6,5.197790081941852,1,0.42857142857142855,13.619930166329572
3.4645738524404712,5,8.089217496710793,1,0.35714285714285715,28.025691425808176
2.6604877728931293,8,6.327686132267692,1,0.5714285714285714,16.83473158560361
3.8814593184900117,1,11.93086206527386,1,0.07142857142857142,46.309155740876214
3.1164868865995157,7,9.353585889569397,1,0.5,29.15032776752529
3.1731369419743403,4,8.09212665843411,1,0.2857142857142857,25.677426039012648
3.9290996149525466,2,11.162601776172538,1,0.14285714285714285,43.85897434062813
3.6211888030144452,4,8.405599647801266,1,0.2857142857142857,30.438263327240108
2.669873431331996,5,2.519463487434984,1,0.35714285714285715,6.726648626313717
3.8108587737953448,4,9.111866146266347,1,0.2857142857142857,34.724035049147886
2.727387399616669,6,2.641983311925571,1,0.42857142857142855,7.205711994943317
3.1020968845040704,6,4.803585019378602,1,0.42857142857142855,14.901186123064786
3.4252213533538005,7,9.720769831165985,1,0.5,33.29578839674715
2.6976107979329416,5,2.61781848462296,1,0.35714285714285715,7.061855411147348
2.7655139966140987,3,4.392827468259919,1,0.21428571428571427,12.148425848183683
3.6243869597795593,5,8.959456060842466,1,0.35714285714285715,32.472535713635374
2.7291151583243813,9,4.474697088463202,1,0.6428571428571429,12.2119636530349
2.737872600430841,7,2.8689133493122734,1,0.5,7.854719252092347
2.2447024345065882,10,1.0,0,0.7142857142857143,2.2447024345065882
3.112509939470767,5,8.928296991568484,1,0.35714285714285715,27.789413128803854
3.721502427191864,3,9.394999287191268,1,0.21428571428571427,34.963512650748136
2.0,12,1.4660997616264453,1,0.8571428571428571,2.9321995232528906
3.880480089534611,1,10.93024758871031,1,0.07142857142857142,42.41460814167405
2.1725102705768524,10,3.3457167233124445,1,0.7142857142857143,7.268603943837019
3.336467268716071,5,7.4278904406949176,1,0.35714285714285715,24.782913330987586
3.2947767066198894,2,6.810755659063594,1,0.14285714285714285,22.439919099962324
3.8886884934896933,3,12.328662002282481,1,0.21428571428571427,47.94232606839949
2.089072593037204,11,4.361921853928844,1,0.7857142857142857,9.112371398012778
3.4239545705530814,4,10.320661655528166,1,0.2857142857142857,35.3374766465776
4.0,3,9.657213849135621,1,0.21428571428571427,38.628855396542484
3.2455092902471163,4,5.523142183154269,1,0.2857142857142857,17.925409266782918
3.4683857305854433,5,10.067222416571983,1,0.35714285714285715,34.91701057626817
4.0,1,9.668511827902746,1,0.07142857142857142,38.674047311610984
3.9486080603088487,4,10.114592444577378,1,0.2857142857142857,39.93856125339722
3.259412004540959,4,7.383377113182471,1,0.2857142857142857,24.065467996759917
2.255810125185436,11,3.868862469796655,0,0.7857142857142857,8.727419132317229
3.440986666112861,4,7.3487758940462955,1,0.2857142857142857,25.287039863664923
4.0,4,13.9510125601263,1,0.2857142857142857,55.8040502405052
3.0815771505886116,4,10.076980529053753,1,0.2857142857142857,31.05299294525838
2.470566658486947,9,5.069381135132779,1,0.6428571428571429,12.524244011621755
2.893280509127409,6,4.1601905933170755,1,0.42857142857142855,12.036598357899486
2.852171928935994,5,5.076240157466385,1,0.35714285714285715,14.478309681663255
2.6548612714523885,7,2.1543389672326527,1,0.5,5.719471089686706
2.283941244258075,10,4.333070372618256,1,0.7142857142857143,9.89647813829554
3.0350125029956025,5,7.9741371520461435,1,0.35714285714285715,24.20160595706179
3.87141915072304,0,12.313908211457553,1,0.0,47.67230007008247
3.868033501198925,2,11.166631194050595,1,0.14285714285714285,43.192903554120655
3.9278603867551505,1,10.41043250669103,1,0.07142857142857142,40.89072545201982
3.533360733741718,4,6.927016564008708,1,0.2857142857142857,24.475648329246845
2.1565846227054166,12,1.0,1,0.8571428571428571,2.1565846227054166
2.6215258981383793,6,4.541324715060667,1,0.42857142857142855,11.905200352387435
2.118651519320216,10,1.7068084133512382,0,0.7142857142857143,3.616132238135128
3.842210769007904,4,11.937231162429518,1,0.2857142857142857,45.86535812442344
2.506378641709344,7,6.105993369907298,1,0.5,15.303931368754515
3.8000101271709696,0,9.037908883658373,1,0.0,34.34414528635029
2.6134130359748586,8,3.347708452450957,1,0.5714285714285714,8.748944910278551
2.7379793114007973,7,2.592921763649675,1,0.5,7.099366144953678
3.1883256081903815,4,7.715636161959905,1,0.2857142857142857,24.599960358656514
4.0,0,12.185325649415383,1,0.0,48.74130259766153
2.8888025882970294,8,3.6191711169753935,1,0.5714285714285714,10.455070890208368
2.54630158630678,8,4.660741516115984,1,0.5714285714285714,11.867653515851998
2.2084331348366275,12,5.0638515327343585,0,0.8571428571428571,11.1831775147838
2.6665106233619897,7,2.858061773857596,1,0.5,7.621052082216092
2.4429371543706635,9,4.006339062362269,1,0.6428571428571429,9.787234548451313
2.5315299070176565,8,7.597673726595833,1,0.5714285714285714,19.23373826263964
3.9576172084069934,3,12.223079742625275,1,0.21428571428571427,48.37427072914471
2.990649681563097,6,9.433214506606173,1,0.42857142857142855,28.21143996029814
4.0,4,12.091520178173209,1,0.2857142857142857,48.366080712692835
3.9545304405857236,1,12.580777095329797,1,0.07142857142857142,49.751065989705324
2.366748317870263,7,4.9432168056073085,1,0.5,11.699350059539112
2.0434170231060063,11,1.8295924188357955,1,0.7857142857142857,3.7386202939947584
3.4316460645227824,5,6.220517603274581,1,0.35714285714285715,21.346614752571906
2.1062960158027493,14,2.430301358957553,0,1.0,5.118934069572301
3.1649394577035737,4,7.148462810814232,1,0.2857142857142857,22.62445201187256
3.1875814078320848,4,8.66558523631343,1,0.2857142857142857,27.622258387256892
3.169762714615174,5,9.08528700444591,1,0.35714285714285715,28.79820399827043
2.1183075014522963,12,2.36653140723723,1,0.8571428571428571,5.013041232373083
2.4765790367591785,10,3.713751266444308,1,0.7142857142857143,9.197398534213823
3.492000987088244,0,10.453965579308695,1,0.0,36.50525812193249
2.071577968258838,11,1.6913269444535874,1,0.7857142857142857,3.503715635252591
2.5211814905646937,7,5.935547125465149,1,0.5,14.964591549097207
2.135519278762452,9,1.0,1,0.6428571428571429,2.135519278762452
2.255370250241445,8,3.664392631881354,0,0.5714285714285714,8.264562127149157
